time,open,high,low,close,Basis,Upper,Lower,EMA,Volume,Plot,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Histogram,MACD,Signal
2018-01-02T08:00:00-05:00,42.5425,42.5425,42.5425,42.5425,NaN,NaN,NaN,NaN,800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T09:00:00-05:00,42.525,42.7675,42.3175,42.75,NaN,NaN,NaN,NaN,980356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T10:00:00-05:00,42.74375,42.9,42.715,42.8725,NaN,NaN,NaN,NaN,1181796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T11:00:00-05:00,42.875,42.88,42.77625,42.8025,NaN,NaN,NaN,NaN,540808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T12:00:00-05:00,42.8025,42.875,42.8,42.82,NaN,NaN,NaN,NaN,401980,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T13:00:00-05:00,42.825,42.925,42.825,42.92,NaN,NaN,NaN,NaN,436232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T14:00:00-05:00,42.92,43.025,42.915,42.99625,NaN,NaN,NaN,NaN,647632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T15:00:00-05:00,42.995,43.075,42.925,43.0625,NaN,NaN,NaN,NaN,780788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-02T16:00:00-05:00,43.035,43.04,43.025,43.03,NaN,NaN,NaN,NaN,88964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-03T09:00:00-05:00,43.15,43.4725,43.045,43.4675,NaN,NaN,NaN,NaN,789064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-03T10:00:00-05:00,43.47,43.6375,43.4425,43.5425,NaN,NaN,NaN,NaN,978980,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-03T11:00:00-05:00,43.54,43.5725,43.3775,43.415,NaN,NaN,NaN,NaN,732436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-03T12:00:00-05:00,43.4175,43.4325,43.305,43.33,NaN,NaN,NaN,NaN,619064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-03T13:00:00-05:00,43.3325,43.3675,43.2325,43.245,NaN,NaN,NaN,NaN,458544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-03T14:00:00-05:00,43.245,43.26875,43.0825,43.095,NaN,NaN,NaN,NaN,647832,NaN,66.71709531,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-03T15:00:00-05:00,43.0975,43.14625,42.9925,43.055,NaN,NaN,NaN,NaN,1533604,NaN,65.02211637,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-03T16:00:00-05:00,42.9875,42.9875,42.9875,42.9875,NaN,NaN,NaN,NaN,5400,NaN,62.15256061,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-04T09:00:00-05:00,43.175,43.285,43.0225,43.225,NaN,NaN,NaN,NaN,846884,NaN,67.57482211,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-04T10:00:00-05:00,43.2475,43.365,43.165,43.24,NaN,NaN,NaN,NaN,980588,NaN,67.88773769,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-04T11:00:00-05:00,43.2375,43.365,43.19,43.2575,43.0828125,43.58764532,42.57797968,NaN,1004584,NaN,68.27242965,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-04T12:00:00-05:00,43.2575,43.3025,43.165,43.2075,43.1160625,43.55782691,42.67429809,43.08875,563456,NaN,65.84535039,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-04T13:00:00-05:00,43.2075,43.2325,43.15,43.2325,43.1401875,43.55096593,42.72940907,43.10181818,377996,NaN,66.4868676,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-04T14:00:00-05:00,43.2325,43.295,43.2125,43.28,43.1605625,43.55636112,42.76476388,43.11801653,460700,NaN,67.72718713,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-04T15:00:00-05:00,43.2825,43.3075,43.23875,43.2475,43.1828125,43.54412424,42.82150076,43.12978775,1007564,NaN,65.92926359,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-04T16:00:00-05:00,43.27,43.27,43.27,43.27,43.2053125,43.52736051,42.88326449,43.14253432,800,NaN,66.59050782,NaN,NaN,NaN,NaN,NaN,NaN
2018-01-05T07:00:00-05:00,43.3375,43.3375,43.3375,43.3375,43.2261875,43.52482762,42.92754738,43.16025847,1200,NaN,68.56177003,NaN,NaN,NaN,NaN,0.099571074,NaN
2018-01-05T08:00:00-05:00,43.375,43.435,43.375,43.435,43.248125,43.54037008,42.95587992,43.18523498,2500,NaN,71.20467771,NaN,NaN,NaN,NaN,0.10903932,NaN
2018-01-05T09:00:00-05:00,43.355,43.545,43.265,43.5225,43.271125,43.57354224,42.96870776,43.21589543,698480,NaN,73.3684358,67.38148727,NaN,NaN,NaN,0.122194905,NaN
2018-01-05T10:00:00-05:00,43.5325,43.7975,43.4475,43.7825,43.30875,43.66437094,42.95312906,43.26740494,1271340,NaN,78.53083793,68.22532603,NaN,NaN,NaN,0.151850193,NaN
2018-01-05T11:00:00-05:00,43.78375,43.7925,43.6875,43.735,43.322125,43.71841806,42.92583194,43.30991358,868664,NaN,75.64584227,68.9841636,NaN,NaN,NaN,0.169564733,NaN
2018-01-05T12:00:00-05:00,43.7325,43.7325,43.64,43.7125,43.330625,43.75196179,42.90928821,43.34651235,498420,NaN,74.25428827,69.84857271,NaN,NaN,NaN,0.179716413,NaN
2018-01-05T13:00:00-05:00,43.7225,43.7575,43.69,43.755,43.347625,43.80693284,42.88831716,43.38364759,490940,NaN,75.18294733,70.39201023,NaN,NaN,NaN,0.189012272,NaN
2018-01-05T14:00:00-05:00,43.7575,43.77,43.6675,43.7125,43.36675,43.85261546,42.88088454,43.41354326,530804,NaN,72.37166387,70.71229067,NaN,NaN,NaN,0.190751052,NaN
2018-01-05T15:00:00-05:00,43.71,43.82,43.6875,43.74,43.3915,43.89994223,42.88305777,43.44322115,1347548,NaN,73.07327626,71.05520829,NaN,NaN,0.036151805,0.192133275,0.155981471
2018-01-05T16:00:00-05:00,43.75,43.7575,43.745,43.7475,43.424125,43.93600456,42.91224544,43.47088286,33832,NaN,73.27262436,71.58572785,NaN,NaN,0.028514785,0.191624952,0.163110167
2018-01-08T09:00:00-05:00,43.64,43.895,43.575,43.75,43.458875,43.9600523,42.9576977,43.49625715,518824,NaN,73.34346715,72.07548497,NaN,NaN,0.020905756,0.189242362,0.168336606
2018-01-08T10:00:00-05:00,43.75,43.7725,43.6175,43.715,43.49525,43.95846404,43.03203596,43.51614286,917240,NaN,70.52511116,72.27533668,NaN,NaN,0.011272339,0.18242703,0.171154691
2018-01-08T11:00:00-05:00,43.7125,43.785,43.695,43.72,43.52,43.97564515,43.06435485,43.53467533,573956,NaN,70.69833726,72.6159848,NaN,NaN,0.003402089,0.175407303,0.172005213
2018-01-08T12:00:00-05:00,43.7275,43.73875,43.6175,43.6325,43.539625,43.97885522,43.10039478,43.54356848,457108,NaN,63.64860291,72.40584874,NaN,NaN,-0.008861358,0.160928516,0.169789874
2018-01-08T13:00:00-05:00,43.6375,43.73,43.63625,43.675,43.5605,43.98349704,43.13750296,43.5555168,358108,NaN,65.45066127,72.18362668,NaN,NaN,-0.014919014,0.151141107,0.16606012
2018-01-08T14:00:00-05:00,43.675,43.675,43.57125,43.6075,43.5805,43.97145588,43.18954412,43.56024254,438564,NaN,60.3348392,71.40720965,NaN,NaN,-0.023755386,0.136365887,0.160121274
2018-01-08T15:00:00-05:00,43.61,43.625,43.485,43.595,43.598625,43.95549148,43.24175852,43.56340231,1351532,NaN,59.40877119,70.41009074,NaN,NaN,-0.030306073,0.122238683,0.152544756
2018-01-08T16:00:00-05:00,43.56,43.56,43.56,43.56,43.612625,43.93906594,43.28618406,43.56309301,9600,NaN,56.78080955,68.85651729,NaN,NaN,-0.036447561,0.106985304,0.143432865
2018-01-09T08:00:00-05:00,43.655,43.655,43.655,43.655,43.633,43.91335513,43.35264487,43.57144819,4000,NaN,61.72932386,67.86248026,NaN,NaN,-0.033631258,0.101393793,0.135025051
2018-01-09T09:00:00-05:00,43.6325,43.705,43.355,43.4075,43.639875,43.88932677,43.39042323,43.55654381,846560,NaN,46.7206228,65.89578987,NaN,NaN,-0.047128917,0.076113905,0.123242822
2018-01-09T10:00:00-05:00,43.41,43.545,43.365,43.505,43.64825,43.86573046,43.43076954,43.55185801,766832,NaN,51.70247209,64.21861307,NaN,NaN,-0.048019771,0.063218108,0.111237879
2018-01-09T11:00:00-05:00,43.5075,43.65,43.4825,43.625,43.65775,43.85255696,43.46294304,43.55850728,568736,NaN,57.02817088,63.12264928,NaN,NaN,-0.039416881,0.061966778,0.101383659
2018-01-09T12:00:00-05:00,43.6325,43.72,43.5925,43.6925,43.66625,43.85130067,43.48119933,43.57068844,484452,NaN,59.71884338,62.16876122,NaN,NaN,-0.028575061,0.065664833,0.094239893
2018-01-09T13:00:00-05:00,43.695,43.7625,43.675,43.69,43.661625,43.83929939,43.48395061,43.58153494,397056,NaN,59.57006973,61.19000732,NaN,NaN,-0.021300377,0.067614422,0.088914799
2018-01-09T14:00:00-05:00,43.6875,43.6975,43.6125,43.6975,43.65975,43.83506329,43.48443671,43.59207722,368824,NaN,59.8928761,60.22925081,NaN,NaN,-0.015956133,0.068969633,0.084925766
2018-01-09T15:00:00-05:00,43.695,43.7025,43.5525,43.5825,43.65325,43.829893,43.476607,43.59120657,1054504,NaN,52.91619356,58.97147098,NaN,NaN,-0.0198833,0.060071641,0.079954941
2018-01-10T08:00:00-05:00,43.425,43.445,43.3325,43.3325,43.632125,43.85103865,43.41321135,43.56768779,1364,NaN,41.57758208,56.89141704,NaN,NaN,-0.037985807,0.032472683,0.070458489
2018-01-10T09:00:00-05:00,43.275,43.4775,43.2525,43.3325,43.613125,43.86440609,43.36184391,43.54630708,707692,NaN,41.57758208,55.31491555,NaN,NaN,-0.047983185,0.010479508,0.058462693
2018-01-10T10:00:00-05:00,43.34,43.55125,43.2625,43.3925,43.59575,43.85737999,43.33412001,43.53232462,1042248,NaN,44.8658884,53.84457464,NaN,NaN,-0.048437924,-0.002084712,0.046353212
2018-01-10T11:00:00-05:00,43.39,43.475,43.2975,43.3,43.573375,43.85504091,43.29170909,43.5112042,603552,NaN,41.03158722,52.46577092,NaN,NaN,-0.052509477,-0.019283634,0.033225843
2018-01-10T12:00:00-05:00,43.3025,43.36,43.25,43.345,43.553125,43.83928437,43.26696563,43.49609472,423160,NaN,43.55868775,51.3336221,NaN,NaN,-0.049739932,-0.028949072,0.02079086
2018-01-10T13:00:00-05:00,43.3425,43.43,43.2625,43.4275,43.53875,43.81977713,43.25772287,43.48985884,441040,NaN,47.96172248,50.70368731,NaN,NaN,-0.040321175,-0.029610609,0.010710566
2018-01-10T14:00:00-05:00,43.425,43.475,43.3575,43.43,43.52425,43.79615118,43.25234882,43.48441713,592076,NaN,48.09386556,49.72972601,NaN,NaN,-0.03224208,-0.029592034,0.002650046
2018-01-10T15:00:00-05:00,43.43,43.5725,43.385,43.57,43.521125,43.78939014,43.25285986,43.49219739,793496,NaN,54.98721261,50.32019671,NaN,NaN,-0.016577763,-0.018072158,-0.001494395
2018-01-10T16:00:00-05:00,43.5425,43.5425,43.52,43.53,43.513875,43.77278847,43.25496153,43.49563399,61640,NaN,52.82849261,50.40062674,NaN,NaN,-0.008429722,-0.012031547,-0.003601825
2018-01-11T08:00:00-05:00,43.68,43.68,43.65,43.65,43.516,43.7786233,43.2533767,43.50966726,3404,NaN,58.13806826,50.47990513,NaN,NaN,0.004810169,0.002410886,-0.002399283
2018-01-11T09:00:00-05:00,43.6475,43.8675,43.63,43.775,43.525,43.80927979,43.24072021,43.53378842,703688,NaN,62.83128926,50.70222269,NaN,NaN,0.020855601,0.023670218,0.002814617
2018-01-11T10:00:00-05:00,43.78,43.87,43.7075,43.805,43.53725,43.84652294,43.22797706,43.55844402,730700,NaN,63.87798308,51.00993079,NaN,NaN,0.031708152,0.042449807,0.010741655
2018-01-11T11:00:00-05:00,43.815,43.845,43.74625,43.7725,43.543125,43.86531623,43.22093377,43.57790365,598280,NaN,61.84608843,51.14944595,NaN,NaN,0.034676123,0.054086809,0.019410686
2018-01-11T12:00:00-05:00,43.7725,43.82,43.7375,43.8025,43.562875,43.89757365,43.22817635,43.5983215,610892,NaN,63.01556508,51.87082964,NaN,NaN,0.036456176,0.064980906,0.02852473
2018-01-11T13:00:00-05:00,43.805,43.815,43.7275,43.7575,43.5755,43.91943531,43.23156469,43.61279228,375820,NaN,60.04261232,53.18976037,NaN,NaN,0.032528937,0.069185901,0.036656964
2018-01-11T14:00:00-05:00,43.76,43.8,43.74,43.7625,43.582375,43.93537102,43.22937898,43.62640207,387392,NaN,60.26691508,54.52471272,NaN,NaN,0.028347092,0.07209083,0.043743737
2018-01-11T15:00:00-05:00,43.7625,43.8375,43.7525,43.825,43.589,43.95475743,43.22324257,43.64445643,854428,NaN,63.05847565,55.82418324,NaN,NaN,0.027829793,0.078530978,0.050701185
2018-01-11T16:00:00-05:00,43.8,43.825,43.8,43.825,43.59575,43.97350025,43.21799975,43.66086948,24900,NaN,63.05847565,57.39753242,NaN,NaN,0.025584442,0.082681738,0.057097296
2018-01-12T08:00:00-05:00,44.1175,44.1175,44.1175,44.1175,43.61675,44.05641493,43.17708507,43.70238134,400,NaN,73.2567072,59.51881952,NaN,NaN,0.040982043,0.10832485,0.067342807
2018-01-12T09:00:00-05:00,43.965,44.08,43.9175,43.995,43.637375,44.10639919,43.16835081,43.72898304,670184,NaN,65.14543549,60.74622759,NaN,NaN,0.040052999,0.117409056,0.077356057
2018-01-12T10:00:00-05:00,43.9925,44.2625,43.9875,44.205,43.681,44.1891545,43.1728455,43.77225731,874228,NaN,71.06096347,62.38673459,NaN,NaN,0.050067517,0.139940453,0.089872936
2018-01-12T11:00:00-05:00,44.2025,44.23875,44.0725,44.1975,43.72425,44.25321385,43.19528615,43.81091574,677932,NaN,70.60010682,63.50194131,NaN,NaN,0.052421814,0.155400203,0.102978389
2018-01-12T12:00:00-05:00,44.2,44.24,44.1575,44.2375,43.7665,44.31725948,43.21574052,43.84969612,404460,NaN,71.65590469,64.84675646,NaN,NaN,0.052763276,0.168932484,0.116169208
2018-01-12T13:00:00-05:00,44.24,44.275,44.1925,44.2525,43.814125,44.35999878,43.26825122,43.88631466,388008,NaN,72.06109621,65.84125846,NaN,NaN,0.050109532,0.178806123,0.128696591
2018-01-12T14:00:00-05:00,44.255,44.335,44.235,44.255,43.859625,44.39306261,43.32618739,43.91983151,769856,NaN,72.13259976,66.50563778,NaN,NaN,0.044805634,0.184703634,0.139898
2018-01-12T15:00:00-05:00,44.26,44.34,44.2,44.22,43.89925,44.41587632,43.38262368,43.94711955,1606644,NaN,69.45269066,66.90383118,NaN,NaN,0.035623427,0.184427283,0.148803856
2018-01-12T16:00:00-05:00,44.2325,44.32,44.23,44.3,43.94275,44.44015803,43.44534197,43.97919959,20520,NaN,72.01223859,67.62998476,NaN,NaN,0.031749555,0.1884908,0.156741245
2018-01-16T09:00:00-05:00,44.5025,44.77375,44.3,44.74,44.00125,44.57836242,43.42413758,44.04836327,780808,NaN,81.29526002,68.93567726,NaN,NaN,0.054307915,0.224626139,0.170318224
2018-01-16T10:00:00-05:00,44.7375,44.8475,44.545,44.565,44.053,44.63737488,43.46862512,44.09533024,1232004,NaN,71.18260641,69.73139112,NaN,NaN,0.052879297,0.236417346,0.183538048
2018-01-16T11:00:00-05:00,44.5625,44.5625,44.3325,44.38,44.0895,44.65964823,43.51935177,44.12120931,1049796,NaN,62.35238951,69.88035358,NaN,NaN,0.035732298,0.228203421,0.192471123
2018-01-16T12:00:00-05:00,44.385,44.47,44.2875,44.3325,44.117375,44.67772193,43.55702807,44.14041756,637060,NaN,60.2845811,69.68221826,NaN,NaN,0.018325684,0.215378228,0.197052544
2018-01-16T13:00:00-05:00,44.3325,44.395,44.255,44.27,44.140625,44.68557425,43.59567575,44.15219778,717576,NaN,57.57881049,69.2908136,NaN,NaN,0.000669798,0.197889791,0.197219993
2018-01-16T14:00:00-05:00,44.2725,44.31,44.035,44.1125,44.157625,44.67615049,43.63909951,44.14858889,2073032,NaN,51.32687131,67.72439675,NaN,NaN,-0.02228098,0.169368768,0.191649748
2018-01-16T15:00:00-05:00,44.12,44.2375,44.0475,44.0475,44.169875,44.66532549,43.67442451,44.13939899,1457848,NaN,48.963967,66.56857757,NaN,NaN,-0.04139346,0.139907924,0.181301383
2018-01-17T09:00:00-05:00,44.135,44.135,43.7775,43.9125,44.177625,44.65140627,43.70384373,44.11877181,1065004,NaN,44.39287741,64.66371428,NaN,NaN,-0.061471153,0.104462442,0.165933595
2018-01-17T10:00:00-05:00,43.9175,44.0125,43.8025,43.92,44.1855,44.63608739,43.73491261,44.10070164,1273000,NaN,44.70174104,62.81383101,NaN,NaN,-0.071867195,0.076099602,0.147966796
2018-01-17T11:00:00-05:00,43.9175,43.975,43.855,43.8875,44.188625,44.62993973,43.74731027,44.08131968,773372,NaN,43.57232522,60.80786105,NaN,NaN,-0.078038895,0.050418178,0.128457073
2018-01-17T12:00:00-05:00,43.8925,43.9975,43.86,43.99,44.196875,44.61631771,43.77743229,44.07301789,461276,NaN,48.03188113,59.09148855,NaN,NaN,-0.072446077,0.037899477,0.110345554
2018-01-17T13:00:00-05:00,43.9875,44.3775,43.9125,44.1875,44.200375,44.61827533,43.78247467,44.08342535,1513896,NaN,55.3536112,57.89298936,NaN,NaN,-0.053544875,0.04341446,0.096959335
2018-01-17T14:00:00-05:00,44.1775,44.64,44.1575,44.6175,44.2315,44.67549155,43.78750845,44.13197759,1264412,NaN,66.43989644,57.67778978,NaN,NaN,-0.012333421,0.081542559,0.09387598
2018-01-17T15:00:00-05:00,44.615,44.8125,44.61,44.7525,44.258875,44.75715071,43.76059929,44.18838872,1771612,NaN,69.03922694,57.4654318,NaN,NaN,0.021903194,0.121254972,0.099351778
2018-01-17T16:00:00-05:00,44.76,44.76,44.76,44.76,44.287,44.82975823,43.74424177,44.24035338,800,NaN,69.18203553,56.60020148,NaN,NaN,0.0417867,0.151585153,0.109798453
2018-01-18T08:00:00-05:00,44.775,44.775,44.725,44.725,44.311375,44.88590845,43.73684155,44.28441217,2400,NaN,67.6146536,56.34534771,NaN,NaN,0.048824139,0.170828627,0.122004488
2018-01-18T09:00:00-05:00,44.845,45.0125,44.6875,44.925,44.345,44.97759782,43.71240218,44.34264742,1133604,NaN,71.57736523,57.00427455,NaN,NaN,0.062326868,0.199913073,0.137586205
2018-01-18T10:00:00-05:00,44.9275,44.95,44.565,44.7875,44.371625,45.03108363,43.71216637,44.38308857,1750840,NaN,65.63151786,57.3861986,NaN,NaN,0.057493564,0.20945316,0.151959596
2018-01-18T11:00:00-05:00,44.7825,44.935,44.735,44.8225,44.40175,45.0853546,43.7181454,44.42303506,1060944,NaN,66.39670893,58.01604849,NaN,NaN,0.052298467,0.21733268,0.165034213
2018-01-18T12:00:00-05:00,44.82,44.9425,44.7775,44.925,44.433,45.15139857,43.71460143,44.46866824,676472,NaN,68.6014597,59.24994766,NaN,NaN,0.051337433,0.229206005,0.177868571
2018-01-18T13:00:00-05:00,44.93,45.005,44.855,44.9825,44.445125,45.19148194,43.69876806,44.51538022,640656,NaN,69.79856918,60.73813353,NaN,NaN,0.050091805,0.240483327,0.190391522
2018-01-18T14:00:00-05:00,44.9775,45.0225,44.93,44.985,44.466125,45.24760033,43.68464967,44.55807292,768516,NaN,69.852388,62.55667,NaN,NaN,0.045108955,0.246777716,0.201668761
2018-01-18T15:00:00-05:00,44.99,44.99,44.7525,44.815,44.487875,45.28265213,43.69309787,44.58142993,1222400,NaN,61.7891008,63.7771957,NaN,NaN,0.026933537,0.235335682,0.208402145
2018-01-18T16:00:00-05:00,44.785,44.785,44.6975,44.6975,44.506125,45.30255371,43.70969629,44.59198175,800,NaN,56.90012674,64.72918152,NaN,NaN,0.004731098,0.214316018,0.20958492
2018-01-19T08:00:00-05:00,44.725,44.7275,44.725,44.7275,44.529,45.32326444,43.73473556,44.6043016,1600,NaN,57.81783119,65.42817795,NaN,NaN,-0.009429188,0.197798435,0.207227623
2018-01-19T09:00:00-05:00,44.6325,44.895,44.595,44.695,44.558125,45.33161042,43.78463958,44.6125469,729676,NaN,56.41637726,65.50408981,NaN,NaN,-0.021773616,0.180010603,0.201784219
2018-01-19T10:00:00-05:00,44.685,44.6875,44.3925,44.46,44.57875,45.31790915,43.83959085,44.598679,1559016,NaN,47.45858477,64.14828184,NaN,NaN,-0.045206235,0.145276426,0.19048266
