time,open,high,low,close,Basis,Upper,Lower,EMA,Volume,Plot,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Histogram,MACD,Signal
2018-01-19T11:00:00-05:00,44.4525,44.6525,44.355,44.51,44.608625,45.28312755,43.93412245,44.59061728,1118732,NaN,49.30302536,62.73855315,NaN,NaN,-0.056069271,0.120396071,0.176465343
2018-01-19T12:00:00-05:00,44.5075,44.66,44.505,44.61,44.643125,45.23923924,44.04701076,44.59237934,742012,NaN,52.86675634,61.57317607,NaN,NaN,-0.055165803,0.107508089,0.162673892
2018-01-19T13:00:00-05:00,44.6125,44.67,44.5775,44.585,44.678,45.16479462,44.19120538,44.59170849,594796,NaN,51.88480992,60.44961581,NaN,NaN,-0.054786152,0.094191201,0.148977354
2018-01-19T14:00:00-05:00,44.585,44.645,44.565,44.615,44.70925,45.08232875,44.33617125,44.5938259,723848,NaN,53.01266137,59.12356553,NaN,NaN,-0.051119882,0.085077501,0.136197383
2018-01-19T15:00:00-05:00,44.6125,44.65,44.4925,44.61,44.730375,45.02179941,44.43895059,44.59529628,1778260,NaN,52.79055585,58.20635396,NaN,NaN,-0.04770292,0.076568733,0.124271653
2018-01-19T16:00:00-05:00,44.6275,44.6275,44.6275,44.6275,44.730875,45.02155642,44.44019358,44.59822389,1968,NaN,53.52448925,57.2869097,NaN,NaN,-0.043076721,0.070425752,0.113502473
2018-01-22T09:00:00-05:00,44.3575,44.445,44.1575,44.3425,44.710375,45.04636337,44.37438663,44.57497626,750356,NaN,42.05722381,55.39089285,NaN,NaN,-0.05714177,0.04207526,0.09921703
2018-01-22T10:00:00-05:00,44.3325,44.3575,44.2225,44.25,44.684875,45.07498228,44.29476772,44.54543296,1227232,NaN,39.1272219,53.20008233,NaN,NaN,-0.069769681,0.012004929,0.08177461
2018-01-22T11:00:00-05:00,44.25125,44.3075,44.21,44.285,44.662875,45.08937903,44.23637097,44.52175724,847184,NaN,40.80758959,51.12545387,NaN,NaN,-0.072539075,-0.008899233,0.063639841
2018-01-22T12:00:00-05:00,44.28,44.3675,44.2725,44.3375,44.6335,45.06464499,44.20235501,44.50500658,649664,NaN,43.33442215,49.80726254,NaN,NaN,-0.067702023,-0.020987688,0.046714335
2018-01-22T13:00:00-05:00,44.34,44.41625,44.33125,44.36,44.612125,45.05289216,44.17135784,44.49182417,598684,NaN,44.42929638,48.91648894,NaN,NaN,-0.06011119,-0.028424652,0.031686538
2018-01-22T14:00:00-05:00,44.36125,44.37,44.205,44.25,44.5835,45.03997946,44.12702054,44.46984015,784424,NaN,40.3269259,47.66713856,NaN,NaN,-0.059511098,-0.042702334,0.016808764
2018-01-22T15:00:00-05:00,44.25,44.2725,44.175,44.25,44.54975,45.00001353,44.09948647,44.44985468,1340608,NaN,40.3269259,46.51789204,NaN,NaN,-0.056168544,-0.053401916,0.002766628
2018-01-22T16:00:00-05:00,44.26,44.26,44.26,44.26,44.513625,44.93416476,44.09308524,44.43259517,400,NaN,40.90225066,46.04958246,NaN,NaN,-0.050516094,-0.06037849,-0.009862396
2018-01-23T08:00:00-05:00,44.42,44.425,44.42,44.425,44.485625,44.84735651,44.12389349,44.4319047,2000,NaN,49.54594428,46.06693381,NaN,NaN,-0.033705283,-0.051993999,-0.018288716
2018-01-23T09:00:00-05:00,44.32,44.635,44.2075,44.495,44.469625,44.79848012,44.14076988,44.43764063,658136,NaN,52.70626266,46.05546997,NaN,NaN,-0.016767734,-0.039248384,-0.02248065
2018-01-23T10:00:00-05:00,44.495,44.6875,44.44,44.645,44.467,44.78931041,44.14468959,44.45649148,1300504,NaN,58.67912093,46.5407779,NaN,NaN,0.004504987,-0.016849416,-0.021354403
2018-01-23T11:00:00-05:00,44.6475,44.7525,44.6225,44.6225,44.46175,44.77003193,44.15346807,44.47158317,1143940,NaN,57.5059341,46.86172595,NaN,NaN,0.016360944,-0.000903223,-0.017264167
2018-01-23T12:00:00-05:00,44.63375,44.7425,44.6175,44.7,44.462,44.7710453,44.1529547,44.49234833,496796,NaN,60.43983564,47.40810308,NaN,NaN,0.028037624,0.017782863,-0.010254761
2018-01-23T13:00:00-05:00,44.70375,44.8425,44.685,44.8275,44.480375,44.82804681,44.13270319,44.52281667,428360,NaN,64.75155403,48.21003628,NaN,NaN,0.042116805,0.042391244,0.00027444
2018-01-23T14:00:00-05:00,44.835,44.86,44.255,44.2625,44.468,44.8279743,44.1080257,44.49915152,2290440,NaN,42.5959513,48.24851682,NaN,NaN,0.012674048,0.016117,0.003442952
2018-01-23T15:00:00-05:00,44.2625,44.4375,44.205,44.2425,44.449625,44.81618767,44.08306233,44.47581956,1406500,NaN,42.04749787,48.45710796,NaN,NaN,-0.007752238,-0.006247346,0.001504892
2018-01-23T16:00:00-05:00,44.26,44.2625,44.19,44.2,44.430375,44.80678327,44.05396673,44.45074505,31856,NaN,40.84400538,48.45970908,NaN,NaN,-0.022874624,-0.027088388,-0.004213764
2018-01-24T08:00:00-05:00,44.4575,44.4875,44.4375,44.4375,44.4215,44.78832557,44.05467443,44.44954096,2400,NaN,49.53642369,48.90270919,NaN,NaN,-0.015958806,-0.024162271,-0.008203465
2018-01-24T09:00:00-05:00,44.355,44.355,43.7,43.9275,44.387375,44.80162575,43.97312425,44.40208269,1706696,NaN,36.97278868,48.3701015,NaN,NaN,-0.043259737,-0.062278136,-0.019018399
2018-01-24T10:00:00-05:00,43.9325,43.965,43.7225,43.7275,44.342375,44.83131128,43.85343872,44.34075699,2052352,NaN,33.39572969,47.87501606,NaN,NaN,-0.07069383,-0.107385687,-0.036691857
2018-01-24T11:00:00-05:00,43.7275,43.85,43.6425,43.75,44.31275,44.86567834,43.75982166,44.28705181,2536936,NaN,34.16738299,47.43504871,NaN,NaN,-0.082412691,-0.139707721,-0.05729503
2018-01-24T12:00:00-05:00,43.7475,43.8325,43.59,43.5975,44.280125,44.91494875,43.64530125,44.22436528,1246556,NaN,31.50329744,46.76369491,NaN,NaN,-0.094647483,-0.175604383,-0.0809569
2018-01-24T13:00:00-05:00,43.5925,43.6475,43.3,43.545,44.243125,44.95418209,43.53206791,44.1626048,1546268,NaN,30.61820166,45.41171329,NaN,NaN,-0.099966794,-0.205915393,-0.105948599
2018-01-24T14:00:00-05:00,43.5525,43.6875,43.4675,43.5825,44.205375,44.97049309,43.44025691,44.109868,1379504,NaN,32.08594649,43.93883356,NaN,NaN,-0.094701335,-0.224325268,-0.129623933
2018-01-24T15:00:00-05:00,43.5925,43.62,43.455,43.555,44.165125,44.97675373,43.35349627,44.05942546,2096728,NaN,31.55870415,42.00166094,NaN,NaN,-0.087009877,-0.238386278,-0.151376402
2018-01-25T08:00:00-05:00,43.74,43.74,43.73,43.73,44.139125,44.97126873,43.30698127,44.02947769,1280,NaN,38.48593828,40.64308981,NaN,NaN,-0.065079657,-0.232725973,-0.167646316
